DATA_YEAR,STATE_ABBR,POPULATION_GROUP_DESC,TIME_0001_0600_CNT,TIME_0601_1200_CNT,TIME_1201_1800_CNT,TIME_1801_0000_CNT,FIREARM_INJURY_CNT,FIREARM_NO_INJURY_CNT,KNIFE_INJURY_CNT,KNIFE_NO_INJURY_CNT,HANDS_FISTS_FEET_INJURY_CNT,HANDS_FISTS_FEET_NO_INJURY_CNT,OTHER_INJURY_CNT,OTHER_NO_INJURY_CNT,LEOKA_FELONY_KILLED,LEOKA_ACCIDENT_KILLED,TOTAL_ASSAULTED
2022,IL,"Cities from 25,000 thru 49,999",2,0,1,2,0,0,0,0,3,2,0,0,0,0,5
2022,AL,"MSA counties from 25,000 thru 99,999",1,0,1,1,0,0,0,0,0,0,2,1,0,0,3
2022,CO,"Cities from 25,000 thru 49,999",3,1,2,2,0,0,0,0,3,0,2,3,0,0,8
2022,IA,"Cities from 50,000 thru 99,999",7,3,9,16,0,0,0,0,9,26,0,0,0,0,35
2022,CT,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,AZ,"Cities from 250,000 thru 499,999",8,5,10,10,0,1,0,0,11,20,0,1,0,0,33
2022,AL,"MSA counties from 25,000 thru 99,999",2,2,4,5,0,0,0,0,10,3,0,0,0,0,13
2022,FL,"Cities from 50,000 thru 99,999",1,2,1,5,0,2,0,0,3,3,0,1,0,0,9
2022,ID,"Cities from 2,500 thru 9,999",1,0,0,1,0,0,0,0,0,1,1,0,0,0,2
2022,IA,"Non-MSA counties from 10,000 thru 24,999",0,0,5,0,0,0,0,0,2,3,0,0,0,0,5
2022,IL,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,CO,"Non-MSA counties under 10,000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,AL,"Cities from 2,500 thru 9,999",1,0,1,2,0,0,0,0,1,3,0,0,0,0,4
2022,IL,"Cities from 2,500 thru 9,999",1,0,2,2,0,0,0,0,2,3,0,0,0,0,5
2022,GA,"Non-MSA counties from 10,000 thru 24,999",4,0,10,2,0,2,0,0,1,2,4,7,0,0,16
2022,CA,"Cities from 10,000 thru 24,999",2,3,6,6,0,0,0,0,1,13,1,2,0,0,17
2022,AZ,"Cities under 2,500",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2022,CO,"Non-MSA counties under 10,000",0,0,2,0,0,0,0,0,0,0,1,1,0,0,2
2022,IL,"Cities from 50,000 thru 99,999",7,1,0,1,0,0,0,0,0,0,3,6,0,0,9
2022,CT,"Cities from 50,000 thru 99,999",0,0,1,2,0,0,0,0,3,0,0,0,0,0,3
2022,GA,"MSA counties under 10,000",0,1,2,0,0,1,0,0,1,1,0,0,0,0,3
2022,IA,"Cities from 25,000 thru 49,999",2,1,4,16,0,0,0,0,8,13,1,1,0,0,23
2022,CO,"Cities from 100,000 thru 249,999",3,9,13,17,1,0,0,0,17,11,5,8,2,0,42
2022,ID,"Cities from 2,500 thru 9,999",3,0,1,0,0,0,0,0,1,3,0,0,0,0,4
2022,CA,"Cities from 10,000 thru 24,999",0,1,0,3,0,0,0,0,0,2,0,2,0,0,4
2022,AL,"Cities from 10,000 thru 24,999",0,1,0,3,0,0,0,0,0,1,0,3,0,0,4
2022,AK,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,AL,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,IL,"Non-MSA counties under 10,000",1,1,0,2,0,0,0,0,0,0,3,1,0,0,4
2022,CA,"Cities from 10,000 thru 24,999",0,4,0,0,0,0,0,0,3,0,1,0,0,0,4
2022,IA,"Cities from 2,500 thru 9,999",0,2,0,0,0,0,0,0,0,1,0,1,0,0,2
2022,FL,"Cities from 250,000 thru 499,999",10,3,8,9,0,1,0,0,4,24,1,0,0,0,30
2022,CA,"Cities from 50,000 thru 99,999",4,4,5,5,1,0,0,1,2,3,3,8,0,0,18
2022,CA,"Cities under 2,500",0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2022,FL,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CO,"MSA counties 100,000 or over",15,15,12,13,0,1,2,0,34,2,10,6,0,0,55
2022,AR,"Cities from 10,000 thru 24,999",0,1,2,0,0,0,0,0,3,0,0,0,0,0,3
2022,CA,"Non-MSA counties from 10,000 thru 24,999",0,0,1,1,0,0,0,0,0,2,0,0,0,0,2
2022,GA,"MSA counties 100,000 or over",3,1,0,0,0,0,0,0,2,0,0,2,0,0,4
2022,CA,"MSA counties from 25,000 thru 99,999",1,0,1,0,0,0,0,0,2,0,0,0,0,0,2
2022,IL,"Non-MSA counties from 10,000 thru 24,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,AR,"Cities from 10,000 thru 24,999",4,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2022,CA,"Cities from 25,000 thru 49,999",5,0,5,4,0,5,0,0,0,7,0,2,0,0,14
2022,CA,"Cities from 250,000 thru 499,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CO,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities from 10,000 thru 24,999",0,3,3,0,0,0,0,0,1,4,0,1,0,0,6
2022,GA,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,CT,"Cities from 100,000 thru 249,999",4,2,1,1,1,0,0,0,5,1,0,1,0,0,8
2022,IA,"Non-MSA counties from 10,000 thru 24,999",0,0,4,1,0,0,0,0,2,3,0,0,0,0,5
2022,CA,"Cities from 100,000 thru 249,999",2,1,4,1,0,0,3,0,0,3,0,2,0,0,8
2022,AZ,"Cities from 100,000 thru 249,999",2,0,0,7,0,2,0,0,2,5,0,0,0,0,9
2022,ID,"Non-MSA counties from 10,000 thru 24,999",0,1,1,3,0,0,0,1,1,0,3,0,0,0,5
2022,GA,"Non-MSA counties from 10,000 thru 24,999",0,1,1,1,0,0,0,0,1,1,0,1,0,0,3
2022,CA,"Cities under 2,500",1,0,2,2,0,0,0,0,0,2,0,3,0,0,5
2022,GA,"MSA counties from 10,000 thru 24,999",0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
2022,GA,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CA,"Cities from 25,000 thru 49,999",0,0,1,3,0,0,0,0,0,2,0,2,0,0,4
2022,CO,"Cities from 2,500 thru 9,999",0,0,0,3,0,0,0,0,0,3,0,0,0,0,3
2022,AL,"MSA counties from 25,000 thru 99,999",1,0,2,1,0,0,0,0,1,3,0,0,0,0,4
2022,CO,"Cities from 10,000 thru 24,999",0,3,3,3,0,2,0,0,1,4,0,2,0,0,9
2022,AL,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,IA,"Non-MSA counties under 10,000",0,2,0,1,0,0,0,0,1,1,1,0,0,0,3
2022,CA,"Cities from 10,000 thru 24,999",1,4,4,1,0,0,0,0,1,5,2,2,0,0,10
2022,IL,"Cities from 10,000 thru 24,999",1,3,1,1,0,0,0,0,3,1,0,2,0,0,6
2022,CO,"Cities under 2,500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2022,CA,"MSA counties 100,000 or over",3,22,8,10,0,0,0,0,15,19,4,5,0,0,43
2022,IA,"Cities from 2,500 thru 9,999",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2022,IA,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CO,"Cities from 25,000 thru 49,999",0,1,0,5,0,4,0,0,1,0,1,0,0,0,6
2022,AZ,"Non-MSA counties from 25,000 thru 99,999",0,1,2,2,0,0,0,0,1,3,1,0,0,0,5
2022,GA,"MSA counties from 10,000 thru 24,999",0,1,1,0,0,0,0,0,0,1,0,1,0,0,2
2022,AL,"Cities from 2,500 thru 9,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2022,CO,"Cities from 25,000 thru 49,999",2,1,5,9,1,2,0,0,2,1,4,7,0,0,17
2022,CT,"Cities from 25,000 thru 49,999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2022,ID,"Non-MSA counties from 10,000 thru 24,999",0,1,2,0,0,0,0,0,0,3,0,0,0,0,3
2022,CO,"Cities from 100,000 thru 249,999",20,6,5,10,0,4,0,0,16,5,4,12,0,0,41
2022,CA,"Cities from 10,000 thru 24,999",0,0,2,10,0,0,0,0,4,0,2,6,0,0,12
2022,AZ,"Cities from 2,500 thru 9,999",0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
2022,ID,"MSA counties from 25,000 thru 99,999",0,3,3,1,0,0,0,0,1,2,3,1,0,0,7
2022,AL,"MSA counties 100,000 or over",2,6,7,5,0,1,0,0,8,7,1,3,0,0,20
2022,IA,"Non-MSA counties under 10,000",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,IL,"Cities from 50,000 thru 99,999",13,0,1,0,0,0,0,0,5,9,0,0,0,0,14
2022,CO,"Cities from 2,500 thru 9,999",0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
2022,AR,"Cities from 10,000 thru 24,999",3,0,0,4,0,0,0,0,1,5,1,0,0,0,7
2022,CA,"MSA counties 100,000 or over",5,9,10,19,0,2,0,1,10,19,3,8,0,0,43
2022,AZ,"Cities from 2,500 thru 9,999",2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2022,GA,"MSA counties from 25,000 thru 99,999",0,0,5,2,0,0,0,0,1,1,3,2,0,0,7
2022,CO,"Non-MSA counties under 10,000",1,0,1,5,0,1,0,0,1,0,3,2,0,0,7
2022,GA,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2022,CA,"Cities from 50,000 thru 99,999",3,2,3,1,0,0,0,0,9,0,0,0,0,0,9
2022,IL,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities under 2,500",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2022,CA,"Cities from 50,000 thru 99,999",0,1,2,0,0,0,0,0,1,0,1,1,0,0,3
2022,CA,"Cities from 25,000 thru 49,999",1,0,0,1,0,0,0,0,1,0,1,0,0,0,2
2022,CA,"Cities from 250,000 thru 499,999",6,17,12,19,0,0,0,1,17,28,0,8,0,0,54
2022,IL,"Cities from 50,000 thru 99,999",6,3,1,5,0,0,0,0,0,0,7,8,0,0,15
2022,IL,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,CT,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2022,AL,"Cities from 2,500 thru 9,999",0,0,4,1,0,0,0,0,3,1,0,1,0,0,5
2022,ID,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2022,AL,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,CA,"MSA counties from 10,000 thru 24,999",2,0,1,2,0,0,0,0,1,2,1,1,0,0,5
2022,IL,"Non-MSA counties from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,GA,"Cities from 10,000 thru 24,999",0,0,1,1,0,0,0,1,1,0,0,0,0,0,2
2022,CA,"Cities from 25,000 thru 49,999",1,2,3,1,0,0,0,0,1,2,0,4,0,0,7
2022,AZ,"MSA counties from 25,000 thru 99,999",1,1,4,4,0,0,0,0,3,0,1,6,0,0,10
2022,IL,"Cities from 10,000 thru 24,999",0,1,0,1,0,0,0,0,1,1,0,0,0,0,2
2022,GA,"Non-MSA counties from 10,000 thru 24,999",0,2,1,4,0,3,0,0,1,1,2,0,0,0,7
2022,CA,"MSA counties 100,000 or over",4,3,12,12,0,2,0,0,0,20,5,4,0,0,31
2022,CA,"Cities from 25,000 thru 49,999",1,0,0,1,0,1,0,0,0,0,0,1,0,0,2
2022,CA,"Cities from 50,000 thru 99,999",0,4,8,2,0,0,0,0,4,7,0,3,0,0,14
2022,GA,"Cities from 25,000 thru 49,999",1,0,1,2,0,0,0,0,0,4,0,0,0,0,4
2022,CA,"MSA counties under 10,000",0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
2022,CA,"Cities under 2,500",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2022,AL,"Cities from 10,000 thru 24,999",0,3,0,1,0,0,0,0,1,3,0,0,0,0,4
2022,CA,"Cities from 25,000 thru 49,999",6,1,3,2,0,4,0,0,1,4,0,3,0,0,12
2022,CA,"Cities under 2,500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,CT,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,AZ,"Cities from 50,000 thru 99,999",1,0,2,5,0,4,0,0,2,1,1,0,0,0,8
2022,IA,"Cities from 10,000 thru 24,999",3,0,4,2,0,0,0,0,4,5,0,0,0,0,9
2022,CT,"Cities from 50,000 thru 99,999",1,3,0,1,0,0,0,0,4,1,0,0,0,0,5
2022,CA,"Cities from 50,000 thru 99,999",1,3,4,5,0,0,0,0,4,9,0,0,0,0,13
2022,FL,"Non-MSA counties under 10,000",0,0,4,0,0,0,0,0,0,3,0,1,0,0,4
2022,CA,"Cities from 50,000 thru 99,999",1,2,3,2,0,0,0,0,1,4,0,3,0,0,8
2022,GA,"Cities from 25,000 thru 49,999",1,1,0,2,1,0,0,0,0,2,1,0,0,0,4
2022,AZ,"Cities from 2,500 thru 9,999",0,0,1,4,0,0,0,0,1,4,0,0,0,0,5
2022,CA,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities under 2,500",2,3,1,2,0,0,0,0,3,3,2,0,0,0,8
2022,CA,"MSA counties under 10,000",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2022,GA,"Cities from 10,000 thru 24,999",0,0,0,4,0,0,0,0,2,2,0,0,0,0,4
2022,AK,"Cities from 2,500 thru 9,999",8,0,0,2,0,0,0,2,4,2,0,2,0,0,10
2022,GA,"Non-MSA counties from 10,000 thru 24,999",0,0,2,5,0,0,0,0,0,2,0,5,0,0,7
2022,IA,"Cities from 50,000 thru 99,999",1,2,5,12,1,1,0,0,8,10,0,0,0,0,20
2022,IA,"MSA counties from 10,000 thru 24,999",0,0,0,3,0,0,0,0,0,3,0,0,0,0,3
2022,AL,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,GA,"MSA counties under 10,000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities from 25,000 thru 49,999",0,0,0,4,0,0,0,0,2,2,0,0,0,0,4
2022,CO,"Cities from 10,000 thru 24,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2022,CA,"MSA counties under 10,000",0,3,0,4,0,0,0,0,3,3,0,1,0,0,7
2022,CT,"Cities from 25,000 thru 49,999",0,1,0,1,0,0,0,0,2,0,0,0,0,0,2
2022,AL,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CA,"Cities from 100,000 thru 249,999",2,4,2,2,0,1,0,1,2,5,0,1,0,0,10
2022,CA,"Cities from 2,500 thru 9,999",0,1,0,2,0,0,0,0,0,2,0,1,0,0,3
2022,AK,"Cities under 2,500",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2022,IA,"Cities from 50,000 thru 99,999",11,4,7,28,0,0,0,0,14,35,1,0,0,0,50
2022,IL,"MSA counties from 10,000 thru 24,999",3,0,0,0,0,0,0,0,1,2,0,0,0,0,3
2022,IL,"Cities from 50,000 thru 99,999",0,0,1,1,0,0,0,0,1,1,0,0,0,0,2
2022,CA,"Cities from 50,000 thru 99,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,AR,"Non-MSA counties from 10,000 thru 24,999",1,0,3,1,0,0,0,0,1,1,2,1,0,0,5
2022,AL,"Cities from 2,500 thru 9,999",1,0,1,3,0,0,0,0,0,2,1,2,0,0,5
2022,IA,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,AL,"Cities from 10,000 thru 24,999",3,1,1,1,0,0,0,0,3,1,1,1,0,0,6
2022,IL,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,GA,"Non-MSA counties under 10,000",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2022,IL,"Cities from 10,000 thru 24,999",0,3,0,3,0,0,0,0,6,0,0,0,0,0,6
2022,CA,"Cities from 50,000 thru 99,999",3,4,8,5,0,0,0,0,8,12,0,0,0,0,20
2022,IA,"Non-MSA counties from 10,000 thru 24,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,IL,"Cities from 50,000 thru 99,999",1,1,2,10,0,2,0,0,1,6,1,4,0,0,14
2022,IA,"Cities from 25,000 thru 49,999",2,0,2,3,0,0,0,0,3,4,0,0,0,0,7
2022,ID,"Non-MSA counties from 10,000 thru 24,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,AZ,"Cities under 2,500",12,14,21,21,1,2,2,0,32,25,5,1,0,0,68
2022,GA,"MSA counties 100,000 or over",5,21,35,39,2,7,2,1,16,56,2,14,0,0,100
2022,CO,"Cities from 2,500 thru 9,999",0,0,1,1,0,0,0,0,1,1,0,0,0,0,2
2022,CA,"Cities from 50,000 thru 99,999",7,8,2,9,0,0,0,0,14,7,1,4,0,0,26
2022,CO,"MSA counties 100,000 or over",7,11,28,31,0,0,0,1,58,13,1,4,0,0,77
2022,CA,"MSA counties from 25,000 thru 99,999",0,1,1,2,1,0,0,1,2,0,0,0,0,0,4
2022,IA,"Cities from 2,500 thru 9,999",1,0,3,2,0,0,0,0,2,4,0,0,0,0,6
2022,AZ,"Cities from 50,000 thru 99,999",17,3,4,9,0,0,0,0,12,18,0,3,0,0,33
2022,CO,"Cities from 50,000 thru 99,999",1,0,2,5,0,0,0,0,0,3,0,5,0,0,8
2022,CO,"Non-MSA counties under 10,000",0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2022,FL,"Cities under 2,500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,AL,"Cities from 10,000 thru 24,999",1,0,1,0,0,0,0,0,0,2,0,0,0,0,2
2022,CO,"Cities from 2,500 thru 9,999",0,1,3,2,0,0,0,0,0,0,4,2,0,0,6
2022,IA,"Non-MSA counties from 10,000 thru 24,999",1,3,0,0,0,0,0,0,0,1,0,3,0,0,4
2022,IL,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,IL,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CA,"Cities under 2,500",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities from 25,000 thru 49,999",2,1,0,0,0,0,0,0,0,2,1,0,0,0,3
2022,GA,"Cities from 25,000 thru 49,999",1,2,0,0,0,0,0,0,0,0,2,1,0,0,3
2022,AL,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities from 25,000 thru 49,999",0,0,0,3,0,0,0,0,2,1,0,0,0,0,3
2022,CA,"MSA counties 100,000 or over",74,123,146,150,1,2,0,3,278,99,30,80,0,0,493
2022,GA,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,CO,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2022,CO,"Cities from 100,000 thru 249,999",4,21,17,9,0,0,0,0,5,2,27,17,0,0,51
2022,GA,"MSA counties from 10,000 thru 24,999",0,2,3,3,0,0,0,0,2,1,0,5,0,0,8
2022,ID,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,HI,"Non-MSA counties from 25,000 thru 99,999",1,1,5,5,0,0,0,0,5,1,0,6,0,0,12
2022,GA,"MSA counties from 25,000 thru 99,999",4,1,5,7,0,0,0,0,7,7,1,2,0,0,17
2022,CA,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,CT,"Cities from 10,000 thru 24,999",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2022,CA,"Cities from 100,000 thru 249,999",3,2,6,15,0,1,0,0,3,13,1,8,0,0,26
2022,AR,"MSA counties from 25,000 thru 99,999",1,3,2,0,0,0,0,0,4,1,0,1,0,0,6
2022,AL,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,IA,"Cities from 10,000 thru 24,999",7,0,1,3,0,0,0,0,1,10,0,0,0,0,11
2022,AL,"MSA counties from 10,000 thru 24,999",0,4,0,1,0,0,0,0,2,1,1,1,0,0,5
2022,FL,"Cities under 2,500",6,0,4,12,0,0,0,0,5,11,0,6,0,0,22
2022,CA,"Cities under 2,500",0,5,1,0,0,0,0,0,4,1,0,1,0,0,6
2022,CA,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CO,"Cities from 10,000 thru 24,999",3,1,1,1,0,1,0,0,3,2,0,0,0,0,6
2022,IL,"Cities from 50,000 thru 99,999",2,1,2,2,0,0,0,0,2,5,0,0,0,0,7
2022,CA,"Cities from 25,000 thru 49,999",2,0,1,1,0,0,0,0,1,2,0,1,0,0,4
2022,CA,"Non-MSA counties under 10,000",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,CO,"MSA counties 100,000 or over",1,2,1,7,1,5,0,0,0,2,0,3,0,0,11
2022,ID,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,CT,"Cities from 25,000 thru 49,999",2,3,1,5,0,0,0,0,5,5,1,0,0,0,11
2022,CO,"Cities from 25,000 thru 49,999",2,1,4,2,0,0,0,1,2,1,4,1,0,0,9
2022,IA,"Non-MSA counties under 10,000",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2022,IL,"Cities from 10,000 thru 24,999",1,1,0,1,0,0,0,0,0,3,0,0,0,0,3
2022,CA,"Cities from 25,000 thru 49,999",0,0,4,0,0,0,0,0,1,3,0,0,0,0,4
2022,GA,"Cities from 10,000 thru 24,999",0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
2022,GA,"Non-MSA counties under 10,000",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2022,CO,"MSA counties from 25,000 thru 99,999",4,9,16,5,0,0,0,0,15,12,5,2,0,0,34
2022,GA,"MSA counties 100,000 or over",3,2,2,4,0,0,0,1,3,6,0,1,0,0,11
2022,CO,"Cities from 50,000 thru 99,999",5,3,4,11,0,7,0,0,5,3,3,5,0,0,23
2022,IA,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2022,CA,"Cities from 50,000 thru 99,999",1,3,9,5,0,0,1,0,6,10,0,1,0,0,18
2022,ID,"Cities from 2,500 thru 9,999",0,0,2,1,0,0,0,0,2,0,1,0,0,0,3
2022,AL,"Cities from 100,000 thru 249,999",19,6,10,14,0,0,0,0,25,11,2,11,0,0,49
2022,GA,"MSA counties from 25,000 thru 99,999",2,1,0,1,0,0,0,0,0,1,0,3,0,0,4
2022,CA,"Non-MSA counties from 10,000 thru 24,999",0,1,1,2,0,0,0,1,0,0,0,3,0,0,4
2022,CA,"Cities from 10,000 thru 24,999",0,5,1,1,0,0,0,1,3,3,0,0,0,0,7
2022,AZ,"Cities from 25,000 thru 49,999",3,4,4,3,0,0,0,0,3,8,0,3,0,0,14
2022,CA,"Cities from 10,000 thru 24,999",1,1,1,0,0,0,0,0,0,2,1,0,0,0,3
2022,CO,"MSA counties from 25,000 thru 99,999",8,5,16,9,0,0,0,1,18,10,4,5,0,0,38
2022,IA,"Cities from 10,000 thru 24,999",1,0,2,3,0,0,0,0,3,3,0,0,0,0,6
2022,IA,"Non-MSA counties from 10,000 thru 24,999",1,0,1,0,0,0,0,0,0,0,0,2,0,0,2
2022,GA,"MSA counties from 10,000 thru 24,999",0,0,3,0,1,0,0,0,1,1,0,0,0,0,3
2022,GA,"Cities from 50,000 thru 99,999",0,0,0,3,0,0,0,0,0,2,0,1,0,0,3
2022,FL,"MSA counties 100,000 or over",141,0,0,0,2,14,0,1,37,63,6,18,0,0,141
2022,CT,"Cities from 100,000 thru 249,999",6,13,29,15,0,0,0,0,33,19,6,5,0,0,63
2022,CO,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2022,GA,"Cities under 2,500",2,0,1,0,0,0,0,0,1,2,0,0,0,0,3
2022,CA,"MSA counties 100,000 or over",3,24,18,26,0,0,0,0,26,22,3,20,0,0,71
2022,GA,"Cities from 25,000 thru 49,999",0,0,0,2,0,0,0,0,0,1,0,1,0,0,2
2022,CA,"Cities from 25,000 thru 49,999",1,0,1,2,0,0,0,1,2,0,1,0,0,0,4
2022,CA,"Cities from 100,000 thru 249,999",0,2,5,2,0,0,0,0,1,6,0,2,0,0,9
2022,AL,"Non-MSA counties under 10,000",1,0,0,1,0,1,0,0,1,0,0,0,0,0,2
2022,GA,"Cities from 2,500 thru 9,999",3,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2022,CO,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2022,AL,"Cities from 10,000 thru 24,999",2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2022,ID,"Cities from 50,000 thru 99,999",5,3,3,8,0,0,0,0,6,10,0,3,0,0,19
2022,AL,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,AZ,"MSA counties from 25,000 thru 99,999",13,1,4,10,0,0,0,4,12,9,0,3,0,0,28
2022,CA,"Cities from 25,000 thru 49,999",7,6,1,0,0,0,0,0,6,2,0,6,0,0,14
2022,IL,"MSA counties from 10,000 thru 24,999",9,0,0,0,0,0,0,0,3,6,0,0,0,0,9
2022,IA,"Non-MSA counties under 10,000",3,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2022,AL,"Non-MSA counties from 10,000 thru 24,999",2,0,2,3,0,0,0,0,6,0,0,1,0,0,7
2022,IL,"Cities from 2,500 thru 9,999",1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
2022,AR,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2022,CA,"Cities from 25,000 thru 49,999",0,4,1,0,0,0,0,0,3,0,1,1,0,0,5
2022,IL,"Cities from 25,000 thru 49,999",1,0,1,3,0,0,0,0,0,5,0,0,0,0,5
2022,CO,"Cities from 100,000 thru 249,999",9,2,8,5,0,4,0,0,7,12,0,1,0,0,24
2022,GA,"MSA counties from 25,000 thru 99,999",0,0,1,1,0,0,0,0,1,0,0,1,0,0,2
2022,GA,"Cities under 2,500",6,8,13,8,0,0,0,0,6,29,0,0,0,0,35
2022,AL,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2022,IA,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,GA,"Non-MSA counties under 10,000",0,0,0,3,0,0,0,0,0,0,2,1,0,0,3
2022,GA,"Cities from 10,000 thru 24,999",2,1,0,1,0,0,0,0,0,2,1,1,0,0,4
